Region,Age,DM,Gender,Smoke,CHOL,Risk,SBP
Southern Latin America,60-64,No,M,Non-smoker,<4,12,160-179
Southern Latin America,60-64,No,M,Non-smoker,<4,9,140-159
Southern Latin America,60-64,No,M,Non-smoker,<4,8,120-139
Southern Latin America,60-64,No,M,Non-smoker,<4,6,<120
Southern Latin America,55-59,No,M,Non-smoker,<4,12,>=180
Southern Latin America,55-59,No,M,Non-smoker,<4,9,160-179
Southern Latin America,55-59,No,M,Non-smoker,<4,7,140-159
Southern Latin America,55-59,No,M,Non-smoker,<4,5,120-139
Southern Latin America,55-59,No,M,Non-smoker,<4,4,<120
Southern Latin America,50-54,No,M,Non-smoker,<4,9,>=180
Southern Latin America,50-54,No,M,Non-smoker,<4,7,160-179
Southern Latin America,50-54,No,M,Non-smoker,<4,5,140-159
Southern Latin America,50-54,No,M,Non-smoker,<4,4,120-139
Southern Latin America,50-54,No,M,Non-smoker,<4,3,<120
Southern Latin America,45-49,No,M,Non-smoker,<4,7,>=180
Southern Latin America,45-49,No,M,Non-smoker,<4,5,160-179
Southern Latin America,45-49,No,M,Non-smoker,<4,4,140-159
Southern Latin America,45-49,No,M,Non-smoker,<4,3,120-139
Southern Latin America,45-49,No,M,Non-smoker,<4,2,<120
Southern Latin America,40-44,No,M,Non-smoker,<4,5,>=180
Southern Latin America,40-44,No,M,Non-smoker,<4,4,160-179
Southern Latin America,40-44,No,M,Non-smoker,<4,3,140-159
Southern Latin America,40-44,No,M,Non-smoker,<4,2,120-139
Southern Latin America,40-44,No,M,Non-smoker,<4,2,<120
Southern Latin America,70-74,Yes,M,Non-smoker,<4,32,>=180
Southern Latin America,70-74,Yes,M,Non-smoker,<4,27,160-179
Southern Latin America,70-74,Yes,M,Non-smoker,<4,23,140-159
Southern Latin America,70-74,Yes,M,Non-smoker,<4,19,120-139
Southern Latin America,70-74,Yes,M,Non-smoker,<4,16,<120
Southern Latin America,65-69,Yes,M,Non-smoker,<4,27,>=180
Southern Latin America,65-69,Yes,M,Non-smoker,<4,22,160-179
Southern Latin America,65-69,Yes,M,Non-smoker,<4,18,140-159
Southern Latin America,65-69,Yes,M,Non-smoker,<4,15,120-139
Southern Latin America,65-69,Yes,M,Non-smoker,<4,12,<120
Southern Latin America,60-64,Yes,M,Non-smoker,<4,22,>=180
Southern Latin America,60-64,Yes,M,Non-smoker,<4,18,160-179
Southern Latin America,60-64,Yes,M,Non-smoker,<4,14,140-159
Southern Latin America,60-64,Yes,M,Non-smoker,<4,12,120-139
Southern Latin America,60-64,Yes,M,Non-smoker,<4,9,<120
Southern Latin America,55-59,Yes,M,Non-smoker,<4,19,>=180
Southern Latin America,55-59,Yes,M,Non-smoker,<4,15,160-179
Southern Latin America,55-59,Yes,M,Non-smoker,<4,12,140-159
Southern Latin America,55-59,Yes,M,Non-smoker,<4,9,120-139
Southern Latin America,55-59,Yes,M,Non-smoker,<4,7,<120
Southern Latin America,50-54,Yes,M,Non-smoker,<4,16,>=180
Southern Latin America,50-54,Yes,M,Non-smoker,<4,12,160-179
Southern Latin America,50-54,Yes,M,Non-smoker,<4,9,140-159
Southern Latin America,50-54,Yes,M,Non-smoker,<4,7,120-139
Southern Latin America,50-54,Yes,M,Non-smoker,<4,5,<120
Southern Latin America,45-49,Yes,M,Non-smoker,<4,13,>=180
Southern Latin America,45-49,Yes,M,Non-smoker,<4,10,160-179
Southern Latin America,45-49,Yes,M,Non-smoker,<4,7,140-159
Southern Latin America,45-49,Yes,M,Non-smoker,<4,5,120-139
Southern Latin America,45-49,Yes,M,Non-smoker,<4,4,<120
Southern Latin America,40-44,Yes,M,Non-smoker,<4,11,>=180
Southern Latin America,40-44,Yes,M,Non-smoker,<4,8,160-179
Southern Latin America,40-44,Yes,M,Non-smoker,<4,6,140-159
Southern Latin America,40-44,Yes,M,Non-smoker,<4,4,120-139
Southern Latin America,40-44,Yes,M,Non-smoker,<4,3,<120
High-Income North America,70-74,No,M,Non-smoker,<4,29,>=180
High-Income North America,70-74,No,M,Non-smoker,<4,24,160-179
High-Income North America,70-74,No,M,Non-smoker,<4,20,140-159
High-Income North America,70-74,No,M,Non-smoker,<4,17,120-139
High-Income North America,70-74,No,M,Non-smoker,<4,14,<120
High-Income North America,65-69,No,M,Non-smoker,<4,23,>=180
High-Income North America,65-69,No,M,Non-smoker,<4,19,160-179
High-Income North America,65-69,No,M,Non-smoker,<4,16,140-159
High-Income North America,65-69,No,M,Non-smoker,<4,13,120-139
High-Income North America,65-69,No,M,Non-smoker,<4,11,<120
High-Income North America,60-64,No,M,Non-smoker,<4,18,>=180
High-Income North America,60-64,No,M,Non-smoker,<4,15,160-179
High-Income North America,60-64,No,M,Non-smoker,<4,12,140-159
High-Income North America,60-64,No,M,Non-smoker,<4,10,120-139
High-Income North America,60-64,No,M,Non-smoker,<4,8,<120
High-Income North America,55-59,No,M,Non-smoker,<4,15,>=180
High-Income North America,55-59,No,M,Non-smoker,<4,11,160-179
High-Income North America,55-59,No,M,Non-smoker,<4,9,140-159
High-Income North America,55-59,No,M,Non-smoker,<4,7,120-139
High-Income North America,55-59,No,M,Non-smoker,<4,6,<120
High-Income North America,50-54,No,M,Non-smoker,<4,11,>=180
High-Income North America,50-54,No,M,Non-smoker,<4,9,160-179
High-Income North America,50-54,No,M,Non-smoker,<4,7,140-159
High-Income North America,50-54,No,M,Non-smoker,<4,5,120-139
High-Income North America,50-54,No,M,Non-smoker,<4,4,<120
High-Income North America,45-49,No,M,Non-smoker,<4,9,>=180
High-Income North America,45-49,No,M,Non-smoker,<4,7,160-179
High-Income North America,45-49,No,M,Non-smoker,<4,5,140-159
High-Income North America,45-49,No,M,Non-smoker,<4,4,120-139
High-Income North America,45-49,No,M,Non-smoker,<4,3,<120
High-Income North America,40-44,No,M,Non-smoker,<4,7,>=180
High-Income North America,40-44,No,M,Non-smoker,<4,5,160-179
High-Income North America,40-44,No,M,Non-smoker,<4,4,140-159
High-Income North America,40-44,No,M,Non-smoker,<4,3,120-139
High-Income North America,40-44,No,M,Non-smoker,<4,2,<120
High-Income North America,70-74,Yes,M,Non-smoker,<4,37,>=180
High-Income North America,70-74,Yes,M,Non-smoker,<4,32,160-179
High-Income North America,70-74,Yes,M,Non-smoker,<4,27,140-159
High-Income North America,70-74,Yes,M,Non-smoker,<4,23,120-139
High-Income North America,70-74,Yes,M,Non-smoker,<4,19,<120
High-Income North America,65-69,Yes,M,Non-smoker,<4,32,>=180
High-Income North America,65-69,Yes,M,Non-smoker,<4,26,160-179
High-Income North America,65-69,Yes,M,Non-smoker,<4,22,140-159
High-Income North America,65-69,Yes,M,Non-smoker,<4,18,120-139
High-Income North America,65-69,Yes,M,Non-smoker,<4,15,<120
High-Income North America,60-64,Yes,M,Non-smoker,<4,27,>=180
High-Income North America,60-64,Yes,M,Non-smoker,<4,22,160-179
High-Income North America,60-64,Yes,M,Non-smoker,<4,18,140-159
High-Income North America,60-64,Yes,M,Non-smoker,<4,14,120-139
High-Income North America,60-64,Yes,M,Non-smoker,<4,12,<120
High-Income North America,55-59,Yes,M,Non-smoker,<4,23,>=180
High-Income North America,55-59,Yes,M,Non-smoker,<4,18,160-179
High-Income North America,55-59,Yes,M,Non-smoker,<4,14,140-159
High-Income North America,55-59,Yes,M,Non-smoker,<4,11,120-139
High-Income North America,55-59,Yes,M,Non-smoker,<4,9,<120
High-Income North America,50-54,Yes,M,Non-smoker,<4,19,>=180
High-Income North America,50-54,Yes,M,Non-smoker,<4,15,160-179
High-Income North America,50-54,Yes,M,Non-smoker,<4,12,140-159
High-Income North America,50-54,Yes,M,Non-smoker,<4,9,120-139
High-Income North America,50-54,Yes,M,Non-smoker,<4,7,<120
High-Income North America,45-49,Yes,M,Non-smoker,<4,16,>=180
High-Income North America,45-49,Yes,M,Non-smoker,<4,12,160-179
High-Income North America,45-49,Yes,M,Non-smoker,<4,9,140-159
High-Income North America,45-49,Yes,M,Non-smoker,<4,7,120-139
High-Income North America,45-49,Yes,M,Non-smoker,<4,5,<120
High-Income North America,40-44,Yes,M,Non-smoker,<4,14,>=180
High-Income North America,40-44,Yes,M,Non-smoker,<4,10,160-179
High-Income North America,40-44,Yes,M,Non-smoker,<4,8,140-159
High-Income North America,40-44,Yes,M,Non-smoker,<4,6,120-139
High-Income North America,40-44,Yes,M,Non-smoker,<4,4,<120
Caribbean,70-74,No,M,Non-smoker,<4,22,>=180
Caribbean,70-74,No,M,Non-smoker,<4,18,160-179
Caribbean,70-74,No,M,Non-smoker,<4,15,140-159
Caribbean,70-74,No,M,Non-smoker,<4,12,120-139
Caribbean,70-74,No,M,Non-smoker,<4,10,<120
Caribbean,65-69,No,M,Non-smoker,<4,17,>=180
Caribbean,65-69,No,M,Non-smoker,<4,13,160-179
Caribbean,65-69,No,M,Non-smoker,<4,11,140-159
Caribbean,65-69,No,M,Non-smoker,<4,9,120-139
Caribbean,65-69,No,M,Non-smoker,<4,7,<120
Caribbean,60-64,No,M,Non-smoker,<4,13,>=180
Caribbean,60-64,No,M,Non-smoker,<4,10,160-179
Caribbean,60-64,No,M,Non-smoker,<4,8,140-159
Caribbean,60-64,No,M,Non-smoker,<4,6,120-139
Caribbean,60-64,No,M,Non-smoker,<4,5,<120
Caribbean,55-59,No,M,Non-smoker,<4,10,>=180
Caribbean,55-59,No,M,Non-smoker,<4,8,160-179
Caribbean,55-59,No,M,Non-smoker,<4,6,140-159
Caribbean,55-59,No,M,Non-smoker,<4,4,120-139
Caribbean,55-59,No,M,Non-smoker,<4,3,<120
Caribbean,50-54,No,M,Non-smoker,<4,8,>=180
Caribbean,50-54,No,M,Non-smoker,<4,6,160-179
Caribbean,50-54,No,M,Non-smoker,<4,4,140-159
Caribbean,50-54,No,M,Non-smoker,<4,3,120-139
Caribbean,50-54,No,M,Non-smoker,<4,2,<120
Caribbean,45-49,No,M,Non-smoker,<4,6,>=180
Caribbean,45-49,No,M,Non-smoker,<4,4,160-179
Caribbean,45-49,No,M,Non-smoker,<4,3,140-159
Caribbean,45-49,No,M,Non-smoker,<4,2,120-139
Caribbean,45-49,No,M,Non-smoker,<4,2,<120
Caribbean,40-44,No,M,Non-smoker,<4,5,>=180
Caribbean,40-44,No,M,Non-smoker,<4,3,160-179
Caribbean,40-44,No,M,Non-smoker,<4,2,140-159
Caribbean,40-44,No,M,Non-smoker,<4,2,120-139
Caribbean,40-44,No,M,Non-smoker,<4,1,<120
Caribbean,70-74,Yes,M,Non-smoker,<4,29,>=180
Caribbean,70-74,Yes,M,Non-smoker,<4,24,160-179
Caribbean,70-74,Yes,M,Non-smoker,<4,20,140-159
Caribbean,70-74,Yes,M,Non-smoker,<4,16,120-139
Caribbean,70-74,Yes,M,Non-smoker,<4,13,<120
Caribbean,65-69,Yes,M,Non-smoker,<4,24,>=180
Caribbean,65-69,Yes,M,Non-smoker,<4,20,160-179
Caribbean,65-69,Yes,M,Non-smoker,<4,16,140-159
Caribbean,65-69,Yes,M,Non-smoker,<4,13,120-139
Caribbean,65-69,Yes,M,Non-smoker,<4,10,<120
Caribbean,60-64,Yes,M,Non-smoker,<4,20,>=180
Caribbean,60-64,Yes,M,Non-smoker,<4,16,160-179
Caribbean,60-64,Yes,M,Non-smoker,<4,12,140-159
Caribbean,60-64,Yes,M,Non-smoker,<4,10,120-139
Caribbean,60-64,Yes,M,Non-smoker,<4,8,<120
Caribbean,55-59,Yes,M,Non-smoker,<4,17,>=180
Caribbean,55-59,Yes,M,Non-smoker,<4,13,160-179
Caribbean,55-59,Yes,M,Non-smoker,<4,10,140-159
Caribbean,55-59,Yes,M,Non-smoker,<4,7,120-139
Caribbean,55-59,Yes,M,Non-smoker,<4,6,<120
Caribbean,50-54,Yes,M,Non-smoker,<4,14,>=180
Caribbean,50-54,Yes,M,Non-smoker,<4,10,160-179
Caribbean,50-54,Yes,M,Non-smoker,<4,8,140-159
Caribbean,50-54,Yes,M,Non-smoker,<4,6,120-139
Caribbean,50-54,Yes,M,Non-smoker,<4,4,<120
Caribbean,45-49,Yes,M,Non-smoker,<4,11,>=180
Caribbean,45-49,Yes,M,Non-smoker,<4,8,160-179
Caribbean,45-49,Yes,M,Non-smoker,<4,6,140-159
Caribbean,45-49,Yes,M,Non-smoker,<4,4,120-139
Caribbean,45-49,Yes,M,Non-smoker,<4,3,<120
Caribbean,40-44,Yes,M,Non-smoker,<4,10,>=180
Caribbean,40-44,Yes,M,Non-smoker,<4,7,160-179
Caribbean,40-44,Yes,M,Non-smoker,<4,5,140-159
Caribbean,40-44,Yes,M,Non-smoker,<4,3,120-139
Caribbean,40-44,Yes,M,Non-smoker,<4,2,<120
Andean Latin America,70-74,No,M,Non-smoker,<4,16,>=180
Andean Latin America,70-74,No,M,Non-smoker,<4,14,160-179
Andean Latin America,70-74,No,M,Non-smoker,<4,11,140-159
Andean Latin America,70-74,No,M,Non-smoker,<4,9,120-139
Andean Latin America,70-74,No,M,Non-smoker,<4,8,<120
Andean Latin America,65-69,No,M,Non-smoker,<4,13,>=180
Andean Latin America,65-69,No,M,Non-smoker,<4,10,160-179
Andean Latin America,65-69,No,M,Non-smoker,<4,8,140-159
Andean Latin America,65-69,No,M,Non-smoker,<4,7,120-139
Andean Latin America,65-69,No,M,Non-smoker,<4,6,<120
Andean Latin America,60-64,No,M,Non-smoker,<4,10,>=180
Andean Latin America,60-64,No,M,Non-smoker,<4,8,160-179
Andean Latin America,60-64,No,M,Non-smoker,<4,6,140-159
Andean Latin America,60-64,No,M,Non-smoker,<4,5,120-139
Andean Latin America,60-64,No,M,Non-smoker,<4,4,<120
Andean Latin America,55-59,No,M,Non-smoker,<4,8,>=180
Andean Latin America,55-59,No,M,Non-smoker,<4,6,160-179
Andean Latin America,55-59,No,M,Non-smoker,<4,5,140-159
Andean Latin America,55-59,No,M,Non-smoker,<4,4,120-139
Andean Latin America,55-59,No,M,Non-smoker,<4,3,<120
Andean Latin America,50-54,No,M,Non-smoker,<4,6,>=180
Andean Latin America,50-54,No,M,Non-smoker,<4,5,160-179
Andean Latin America,50-54,No,M,Non-smoker,<4,4,140-159
Andean Latin America,50-54,No,M,Non-smoker,<4,3,120-139
Andean Latin America,50-54,No,M,Non-smoker,<4,2,<120
Andean Latin America,45-49,No,M,Non-smoker,<4,5,>=180
Andean Latin America,45-49,No,M,Non-smoker,<4,4,160-179
Andean Latin America,45-49,No,M,Non-smoker,<4,3,140-159
Andean Latin America,45-49,No,M,Non-smoker,<4,2,120-139
Andean Latin America,45-49,No,M,Non-smoker,<4,1,<120
Andean Latin America,40-44,No,M,Non-smoker,<4,4,>=180
Andean Latin America,40-44,No,M,Non-smoker,<4,3,160-179
Andean Latin America,40-44,No,M,Non-smoker,<4,2,140-159
Andean Latin America,40-44,No,M,Non-smoker,<4,1,120-139
Andean Latin America,40-44,No,M,Non-smoker,<4,1,<120
Andean Latin America,70-74,Yes,M,Non-smoker,<4,22,>=180
Andean Latin America,70-74,Yes,M,Non-smoker,<4,18,160-179
Andean Latin America,70-74,Yes,M,Non-smoker,<4,15,140-159
Andean Latin America,70-74,Yes,M,Non-smoker,<4,13,120-139
Andean Latin America,70-74,Yes,M,Non-smoker,<4,10,<120
Andean Latin America,65-69,Yes,M,Non-smoker,<4,18,>=180
Andean Latin America,65-69,Yes,M,Non-smoker,<4,15,160-179
Andean Latin America,65-69,Yes,M,Non-smoker,<4,12,140-159
Andean Latin America,65-69,Yes,M,Non-smoker,<4,10,120-139
Andean Latin America,65-69,Yes,M,Non-smoker,<4,8,<120
Andean Latin America,60-64,Yes,M,Non-smoker,<4,15,>=180
Andean Latin America,60-64,Yes,M,Non-smoker,<4,12,160-179
Andean Latin America,60-64,Yes,M,Non-smoker,<4,10,140-159
Andean Latin America,60-64,Yes,M,Non-smoker,<4,8,120-139
Andean Latin America,60-64,Yes,M,Non-smoker,<4,6,<120
Andean Latin America,55-59,Yes,M,Non-smoker,<4,13,>=180
Andean Latin America,55-59,Yes,M,Non-smoker,<4,10,160-179
Andean Latin America,55-59,Yes,M,Non-smoker,<4,8,140-159
Andean Latin America,55-59,Yes,M,Non-smoker,<4,6,120-139
Andean Latin America,55-59,Yes,M,Non-smoker,<4,5,<120
Andean Latin America,50-54,Yes,M,Non-smoker,<4,11,>=180
Andean Latin America,50-54,Yes,M,Non-smoker,<4,8,160-179
Andean Latin America,50-54,Yes,M,Non-smoker,<4,6,140-159
Andean Latin America,50-54,Yes,M,Non-smoker,<4,5,120-139
Andean Latin America,50-54,Yes,M,Non-smoker,<4,4,<120
Andean Latin America,45-49,Yes,M,Non-smoker,<4,9,>=180
Andean Latin America,45-49,Yes,M,Non-smoker,<4,7,160-179
Andean Latin America,45-49,Yes,M,Non-smoker,<4,5,140-159
Andean Latin America,45-49,Yes,M,Non-smoker,<4,4,120-139
Andean Latin America,45-49,Yes,M,Non-smoker,<4,3,<120
Andean Latin America,40-44,Yes,M,Non-smoker,<4,8,>=180
Andean Latin America,40-44,Yes,M,Non-smoker,<4,6,160-179
Andean Latin America,40-44,Yes,M,Non-smoker,<4,4,140-159
Andean Latin America,40-44,Yes,M,Non-smoker,<4,3,120-139
Andean Latin America,40-44,Yes,M,Non-smoker,<4,2,<120
Central Latin America,70-74,No,M,Non-smoker,<4,18,>=180
Central Latin America,70-74,No,M,Non-smoker,<4,15,160-179
Central Latin America,70-74,No,M,Non-smoker,<4,12,140-159
Central Latin America,70-74,No,M,Non-smoker,<4,10,120-139
Central Latin America,70-74,No,M,Non-smoker,<4,8,<120
Central Latin America,65-69,No,M,Non-smoker,<4,14,>=180
Central Latin America,65-69,No,M,Non-smoker,<4,11,160-179
Central Latin America,65-69,No,M,Non-smoker,<4,9,140-159
Central Latin America,65-69,No,M,Non-smoker,<4,7,120-139
Central Latin America,65-69,No,M,Non-smoker,<4,6,<120
Central Latin America,60-64,No,M,Non-smoker,<4,11,>=180
Central Latin America,60-64,No,M,Non-smoker,<4,9,160-179
Central Latin America,60-64,No,M,Non-smoker,<4,7,140-159
Central Latin America,60-64,No,M,Non-smoker,<4,5,120-139
Central Latin America,60-64,No,M,Non-smoker,<4,4,<120
Central Latin America,55-59,No,M,Non-smoker,<4,8,>=180
Central Latin America,55-59,No,M,Non-smoker,<4,6,160-179
Central Latin America,55-59,No,M,Non-smoker,<4,5,140-159
Central Latin America,55-59,No,M,Non-smoker,<4,4,120-139
Central Latin America,55-59,No,M,Non-smoker,<4,3,<120
Central Latin America,50-54,No,M,Non-smoker,<4,7,>=180
Central Latin America,50-54,No,M,Non-smoker,<4,5,160-179
Central Latin America,50-54,No,M,Non-smoker,<4,4,140-159
Central Latin America,50-54,No,M,Non-smoker,<4,3,120-139
Central Latin America,50-54,No,M,Non-smoker,<4,2,<120
Central Latin America,45-49,No,M,Non-smoker,<4,5,>=180
Central Latin America,45-49,No,M,Non-smoker,<4,4,160-179
Central Latin America,45-49,No,M,Non-smoker,<4,3,140-159
Central Latin America,45-49,No,M,Non-smoker,<4,2,120-139
Central Latin America,45-49,No,M,Non-smoker,<4,1,<120
Central Latin America,40-44,No,M,Non-smoker,<4,4,>=180
Central Latin America,40-44,No,M,Non-smoker,<4,3,160-179
Central Latin America,40-44,No,M,Non-smoker,<4,2,140-159
Central Latin America,40-44,No,M,Non-smoker,<4,1,120-139
Central Latin America,40-44,No,M,Non-smoker,<4,1,<120
Central Latin America,70-74,Yes,M,Non-smoker,<4,25,>=180
Central Latin America,70-74,Yes,M,Non-smoker,<4,21,160-179
Central Latin America,70-74,Yes,M,Non-smoker,<4,17,140-159
Central Latin America,70-74,Yes,M,Non-smoker,<4,14,120-139
Central Latin America,70-74,Yes,M,Non-smoker,<4,12,<120
Central Latin America,65-69,Yes,M,Non-smoker,<4,21,>=180
Central Latin America,65-69,Yes,M,Non-smoker,<4,17,160-179
Central Latin America,65-69,Yes,M,Non-smoker,<4,13,140-159
Central Latin America,65-69,Yes,M,Non-smoker,<4,11,120-139
Central Latin America,65-69,Yes,M,Non-smoker,<4,9,<120
Central Latin America,60-64,Yes,M,Non-smoker,<4,17,>=180
Central Latin America,60-64,Yes,M,Non-smoker,<4,13,160-179
Central Latin America,60-64,Yes,M,Non-smoker,<4,11,140-159
Central Latin America,60-64,Yes,M,Non-smoker,<4,8,120-139
Central Latin America,60-64,Yes,M,Non-smoker,<4,7,<120
Central Latin America,55-59,Yes,M,Non-smoker,<4,14,>=180
Central Latin America,55-59,Yes,M,Non-smoker,<4,11,160-179
Central Latin America,55-59,Yes,M,Non-smoker,<4,8,140-159
Central Latin America,55-59,Yes,M,Non-smoker,<4,6,120-139
Central Latin America,55-59,Yes,M,Non-smoker,<4,5,<120
Central Latin America,50-54,Yes,M,Non-smoker,<4,12,>=180
Central Latin America,50-54,Yes,M,Non-smoker,<4,9,160-179
Central Latin America,50-54,Yes,M,Non-smoker,<4,7,140-159
Central Latin America,50-54,Yes,M,Non-smoker,<4,5,120-139
Central Latin America,50-54,Yes,M,Non-smoker,<4,4,<120
Central Latin America,45-49,Yes,M,Non-smoker,<4,10,>=180
Central Latin America,45-49,Yes,M,Non-smoker,<4,7,160-179
Central Latin America,45-49,Yes,M,Non-smoker,<4,5,140-159
Central Latin America,45-49,Yes,M,Non-smoker,<4,4,120-139
Central Latin America,45-49,Yes,M,Non-smoker,<4,3,<120
Central Latin America,40-44,Yes,M,Non-smoker,<4,8,>=180
Central Latin America,40-44,Yes,M,Non-smoker,<4,6,160-179
Central Latin America,40-44,Yes,M,Non-smoker,<4,4,140-159
Central Latin America,40-44,Yes,M,Non-smoker,<4,3,120-139
Central Latin America,40-44,Yes,M,Non-smoker,<4,2,<120
Tropical Latin America,70-74,No,M,Non-smoker,<4,18,>=180
Tropical Latin America,70-74,No,M,Non-smoker,<4,15,160-179
Tropical Latin America,70-74,No,M,Non-smoker,<4,13,140-159
Tropical Latin America,70-74,No,M,Non-smoker,<4,11,120-139
Tropical Latin America,70-74,No,M,Non-smoker,<4,9,<120
Tropical Latin America,65-69,No,M,Non-smoker,<4,15,>=180
Tropical Latin America,65-69,No,M,Non-smoker,<4,12,160-179
Tropical Latin America,65-69,No,M,Non-smoker,<4,10,140-159
Tropical Latin America,65-69,No,M,Non-smoker,<4,8,120-139
Tropical Latin America,65-69,No,M,Non-smoker,<4,6,<120
Tropical Latin America,60-64,No,M,Non-smoker,<4,12,>=180
Tropical Latin America,60-64,No,M,Non-smoker,<4,9,160-179
Tropical Latin America,60-64,No,M,Non-smoker,<4,7,140-159
Tropical Latin America,60-64,No,M,Non-smoker,<4,6,120-139
Tropical Latin America,60-64,No,M,Non-smoker,<4,5,<120
Tropical Latin America,55-59,No,M,Non-smoker,<4,9,>=180
Tropical Latin America,55-59,No,M,Non-smoker,<4,7,160-179
Tropical Latin America,55-59,No,M,Non-smoker,<4,6,140-159
Tropical Latin America,55-59,No,M,Non-smoker,<4,4,120-139
Tropical Latin America,55-59,No,M,Non-smoker,<4,3,<120
Tropical Latin America,50-54,No,M,Non-smoker,<4,7,>=180
Tropical Latin America,50-54,No,M,Non-smoker,<4,6,160-179
Tropical Latin America,50-54,No,M,Non-smoker,<4,4,140-159
Tropical Latin America,50-54,No,M,Non-smoker,<4,3,120-139
Tropical Latin America,50-54,No,M,Non-smoker,<4,2,<120
Tropical Latin America,45-49,No,M,Non-smoker,<4,6,>=180
Tropical Latin America,45-49,No,M,Non-smoker,<4,4,160-179
Tropical Latin America,45-49,No,M,Non-smoker,<4,3,140-159
Tropical Latin America,45-49,No,M,Non-smoker,<4,2,120-139
Tropical Latin America,45-49,No,M,Non-smoker,<4,2,<120
Tropical Latin America,40-44,No,M,Non-smoker,<4,5,>=180
Tropical Latin America,40-44,No,M,Non-smoker,<4,3,160-179
Tropical Latin America,40-44,No,M,Non-smoker,<4,2,140-159
Tropical Latin America,40-44,No,M,Non-smoker,<4,2,120-139
Tropical Latin America,40-44,No,M,Non-smoker,<4,1,<120
Tropical Latin America,70-74,Yes,M,Non-smoker,<4,24,>=180
Tropical Latin America,70-74,Yes,M,Non-smoker,<4,20,160-179
Tropical Latin America,70-74,Yes,M,Non-smoker,<4,17,140-159
Tropical Latin America,70-74,Yes,M,Non-smoker,<4,14,120-139
Tropical Latin America,70-74,Yes,M,Non-smoker,<4,12,<120
Tropical Latin America,65-69,Yes,M,Non-smoker,<4,20,>=180
Tropical Latin America,65-69,Yes,M,Non-smoker,<4,17,160-179
Tropical Latin America,65-69,Yes,M,Non-smoker,<4,14,140-159
Tropical Latin America,65-69,Yes,M,Non-smoker,<4,11,120-139
Tropical Latin America,65-69,Yes,M,Non-smoker,<4,9,<120
Tropical Latin America,60-64,Yes,M,Non-smoker,<4,17,>=180
Tropical Latin America,60-64,Yes,M,Non-smoker,<4,14,160-179
Tropical Latin America,60-64,Yes,M,Non-smoker,<4,11,140-159
Tropical Latin America,60-64,Yes,M,Non-smoker,<4,9,120-139
Tropical Latin America,60-64,Yes,M,Non-smoker,<4,7,<120
Tropical Latin America,55-59,Yes,M,Non-smoker,<4,15,>=180
